類別代號,類別,信筒樣式代號,信筒樣式,縣市,鄉鎮市區,村里,路名,地址描述,服務單位,聯絡電話,備註,x座標,y座標
3,普通信筒,2,雙口,桃園市,楊梅區,大平里,秀才路205號,楊梅秀才郵局門口,楊梅郵局,(03)4755283#11,17:30,121.140905,24.900998
5,限時普通雙用信筒,3,四口,桃園市,龍潭區,佳安里,中正路佳安段481號,郵局門口,龍潭郵局,(03)4792025#16,17:20,121.236833,24.844485
3,普通信筒,2,雙口,桃園市,龍潭區,烏林里,工五路191巷2號,,龍潭郵局,(03)4792025#16,10:00,121.208928,24.887686
3,普通信筒,2,雙口,高雄市,大寮區,江山里,鳳屏二路74號,第10代辦所前,鳳山郵局快捷股,(07)7414103,收信時間17:12,120.408406,22.64107
3,普通信筒,2,雙口,高雄市,大樹區,檨腳里,中興西路40號,大樹郵局前,大樹郵局,(07)6510464#14,收信時間17:00,120.429141,22.691678
4,普通信箱,2,雙口,高雄市,內門區,觀亭里,中正路163號,觀亭紫竹寺附近,旗山郵局,(07)6612102#17,收信時間11:00,120.456075,22.917874
4,普通信箱,1,單口,高雄市,內門區,永吉里,新生23號,雜貨店前,旗山郵局,(07)6612102#17,收信時間12:00,120.497887,22.978506
3,普通信筒,2,雙口,高雄市,六龜區,義寶里,光復路173號,六龜郵局前,六龜郵局,(07)6891046,收信時間16:30,120.635175,22.99428
6,限時普通雙用信箱,2,雙口,高雄市,六龜區,興龍里,土壟66號,北辰宮旁,六龜郵局,(07)6891046,收信時間10:00,120.64866799999999,23.00523
3,普通信筒,2,雙口,高雄市,岡山區,平和里,平和路65號,岡山平和路郵局門口,岡山平和路郵局,(07)6212584,收信時間17:00,120.303386,22.784406999999998
4,普通信箱,1,單口,高雄市,岡山區,石潭里,石潭路250號,,岡山郵局郵務股,(07)6212462#134,收信時間10:00,120.268084,22.772738
3,普通信筒,2,雙口,高雄市,美濃區,泰安里,中正路1段39號,美濃郵局門口,美濃郵局,(07)6812158#15,收信時間17:00,120.541766,22.900734
3,普通信筒,2,雙口,新北市,三重區,大有里,中正北路400號,394巷巷口,三重郵局郵務科投遞股,(02)29882776#201,收信時間1500,121.475815,25.07031
3,普通信筒,2,雙口,臺中市,霧峰區,吉峰里,吉峰路16號,霧峰區戶政事務所旁,霧峰郵局,(04)23393034#21,收信時間15：10,120.70046,24.07569
3,普通信筒,2,雙口,桃園市,中壢區,興仁里,遠東路135號,元智大學本部,桃園郵局中壢投遞股,(03)4622472,10:00,121.263076,24.971534000000002
3,普通信筒,2,雙口,桃園市,中壢區,普忠里,中北路200號,中原大學郵局門口,桃園郵局中壢投遞股,(03)4622472#20,17:00,121.237815,24.956388
3,普通信筒,3,四口,桃園市,平鎮區,北興里,環南路三段100號,平鎮高中,平鎮郵局,(03)4024420,11:00,121.218959,24.940333
4,普通信箱,2,雙口,桃園市,楊梅區,新榮里,電研路240號,楊梅高榮郵局門口,楊梅郵局,(03)4755283#11,17:00,121.167443,24.956408
4,普通信箱,2,雙口,桃園市,龍潭區,三坑里,中正路三坑段743號,龍潭大平郵局門口,龍潭郵局,(03)4792025#16,17:30,121.244018,24.831608000000003
3,普通信筒,2,雙口,高雄市,大寮區,永芳里,鳳林三路530號,大寮郵局門口,大寮郵局,(07)7828723,收信時間17:00,120.39555,22.606786
4,普通信箱,1,單口,高雄市,六龜區,荖濃里,裕濃路34號,,六龜郵局,(07)6891046,收信時間10:00,120.672666,23.072696
4,普通信箱,1,單口,高雄市,杉林區,木梓里,茄苳巷24號,北辰宮附近,旗山郵局,(07)6612102#17,收信時間11:00,120.554598,23.017056
5,限時普通雙用信筒,2,雙口,高雄市,岡山區,碧紅里,永樂街75號,,岡山郵局郵務股,(07)6212462#134,收信時間09:00,120.30128,22.794535
3,普通信筒,2,雙口,高雄市,林園區,東林里,鳳林路一段176號,林園郵局門口,林園郵局,(07)6412106#12,收信時間17:30,120.397036,22.499852
6,限時普通雙用信箱,2,雙口,高雄市,林園區,仁愛里,信義路26號,,林園郵局,(07)6412106#12,收信時間16:30,120.391545,22.50789
5,限時普通雙用信筒,2,雙口,高雄市,林園區,廣應里,清水岩路214號,清水寺前,林園郵局,(07)6412106#12,收信時間12:00,120.391111,22.517499
3,普通信筒,2,雙口,高雄市,湖內區,湖東里,東方路110號,東方技術學院前,湖內郵局,(07)6993057#13,收信時間09:30,120.246098,22.880585
3,普通信筒,2,雙口,高雄市,湖內區,湖內里,正義二路33號,,湖內郵局,(07)6993057#13,收信時間09:30,120.236046,22.873629
5,限時普通雙用信筒,2,雙口,臺南市,永康區,六合里,中華路349號,,永康郵局,(06)2332501,收信時間10:30,120.233858,23.008329
1,限時信筒,2,雙口,宜蘭縣,三星鄉,義德村,三星路五段86號,三星國小門口,三星郵局（宜蘭第３５支局）,(03)9894014,收信時間 14:36,121.650897,24.66597
1,限時信筒,2,雙口,宜蘭縣,三星鄉,月眉村,太平路134號,三星郵局門口,三星郵局（宜蘭第３５支局）,(03)9894014,收信時間 17:00,121.65249199999997,24.666680000000007
3,普通信筒,2,雙口,臺中市,烏日區,榮泉里,中山路三段582號,中山路三段、長壽路交叉口,烏日郵局,(04)23381449#21,收信時間09：30,120.59005,24.11369
3,普通信筒,2,雙口,臺中市,霧峰區,南柳里,柳豐路500號,亞洲大學前,霧峰郵局,(04)23393034#21,收信時間15：50,120.68758,24.04595
4,普通信箱,1,單口,桃園市,龍潭區,八德里,湧光路557巷1弄2號,,龍潭郵局,(03)4792025#16,10:00,121.20084700000001,24.888843
3,普通信筒,2,雙口,桃園市,觀音區,樹林里,工業五路3號,觀音工業區郵局門口,觀音新坡郵局,(03)4989875,17;00,121.118045,25.053201
3,普通信筒,2,雙口,高雄市,大寮區,琉球里,農場路1-10號,和春技術學院,鳳山郵局快捷股,(07)7414103,收信時間15:30,120.433592,22.604119
3,普通信筒,3,四口,高雄市,大樹區,大樹里,中正一路1號,營區內,大樹郵局,(07)6510464#14,收信時間11:00,120.435555,22.690833
4,普通信箱,1,單口,高雄市,六龜區,荖濃里,頂濃路58號,,六龜郵局,(07)6891046,收信時間10:30,120.659372,23.081982
4,普通信箱,1,單口,高雄市,六龜區,大津里,大津158號,津鳳宮前,六龜郵局,(07)6891046,收信時間11:45,120.64904800000004,22.90351
3,普通信筒,2,雙口,高雄市,甲仙區,西安里,文化路45號,甲仙國小前,甲仙郵局,(07)6751042#21,收信時間12:00,120.589299,23.081678
3,普通信筒,2,雙口,高雄市,岡山區,忠孝里,筧橋路18號,勵志新城甲區C門右邊,岡山郵局郵務股,(07)6212462#134,收信時間09:00,120.29269,22.788438
6,限時普通雙用信箱,2,雙口,高雄市,岡山區,仁壽里,大義二路1號,國軍岡山醫院內,岡山郵局郵務股,(07)6212462#134,收信時間09:30,120.285092,22.790183
3,普通信筒,2,雙口,高雄市,岡山區,後協里,介壽西路198號,空軍通校郵局門口,空軍通校郵局,(07)6251614,收信時間16:30,120.27757300000002,22.787948
5,限時普通雙用信筒,2,雙口,高雄市,岡山區,前峰里,中華路53號,前峰派出所門口,岡山郵局郵務股,(07)6212462#134,收信時間09:00,120.285166,22.796279
3,普通信筒,1,單口,高雄市,林園區,潭頭里,潭頭路190號,,林園郵局,(07)6412106#12,收信時間12:00,120.397044,22.524702
6,限時普通雙用信箱,2,雙口,高雄市,阿蓮區,中路里,玄中路195-1號,活動中心門口,阿蓮郵局,(07)6312140,收信時間10:00,120.29616500000003,22.89453699999998
3,普通信筒,2,雙口,高雄市,美濃區,祿興里,中興路1段788號,美濃中壇郵局門口,美濃中壇郵局,(07)6813014,收信時間16:30,120.530423,22.886693
5,限時普通雙用信筒,2,雙口,高雄市,梓官區,梓義里,進學路31號,,岡山郵局郵務股,(07)6212462#134,收信時間09:00,120.26549,22.760503
3,普通信筒,2,雙口,臺南市,歸仁區,歸仁里,中正北路一段148號,新豐高中,歸仁郵局,(06)2307454,收信時間11:00,120.295606,22.972003
5,限時普通雙用信筒,2,雙口,臺南市,關廟區,山西里,忠孝街115號,民眾服務站,關廟郵局,(06)5950850,收信時間16:00,120.327489,22.963276
4,普通信箱,1,單口,臺南市,關廟區,下湖里,關新路一段85號,悠然山莊內,關廟郵局,(06)5950850,收信時間16:00,120.31563699999998,22.976724
3,普通信筒,3,四口,新北市,三重區,中興里,光復路一段142號,三重3支局門口,三重郵局郵務科投遞股,(02)29882776#201,收信時間1730,121.471917,25.052811
3,普通信筒,2,雙口,新北市,三重區,中興里,重新路5段609巷20號,三重第3代辦所,三重郵局郵務科投遞股,(02)29882776#201,收信時間1500,121.46679,25.046222
3,普通信筒,2,雙口,新北市,三重區,幸福里,中正北路111號,三重果菜公司,三重郵局郵務科投遞股,(02)29882776#201,收信時間1500,121.486711,25.064832
3,普通信筒,2,雙口,臺中市,太平區,新光里,樹德路41號,,太平宜欣郵局郵務股,(04)23982146#25,收信時間15：30,120.71059,24.15062
3,普通信筒,2,雙口,臺中市,烏日區,溪埧里,溪南路一段230號,萊爾富便利商店前,烏日郵局,(04)23381449#21,收信時間09：30,120.64386,24.08373
4,普通信箱,2,雙口,臺中市,烏日區,三和里,成功東路42號,成功東路、學田路便行巷交叉口,烏日郵局,(04)23381449#21,收信時間09：30,120.60343,24.11453
4,普通信箱,2,雙口,臺中市,烏日區,南里里,溪南路二段673號,,烏日郵局,(04)23381449#21,收信時間09：30,120.64692,24.05533
3,普通信筒,2,雙口,臺中市,烏日區,榮泉里,中山路三段502號,,烏日郵局,(04)23381449#21,收信時間09：30,120.583644,24.110288999999998
4,普通信箱,2,雙口,臺中市,霧峰區,北柳里,四德路419之2號,宏德書局旁,霧峰郵局,(04)23393034#21,收信時間09：00,120.67962,24.06495
4,普通信箱,1,單口,臺中市,霧峰區,桐林里,民生路769號,福天宮前,霧峰郵局,(04)23393034#21,收信時間09：00,120.73853,24.06215
3,普通信筒,2,雙口,臺中市,霧峰區,南勢里,豐正路476號,工業巷口,霧峰郵局,(04)23393034#21,收信時間09：00,120.674902,24.03288
3,普通信筒,2,雙口,桃園市,中壢區,永興里,中央西路一段120號,,桃園郵局中壢投遞股,(03)4622472,12:10,121.220174,24.958429
3,普通信筒,2,雙口,桃園市,中壢區,興平里,元化路二段126號,中壢興國郵局門口,桃園郵局中壢投遞股,(03)4622472,17:30,121.219272,24.962953
4,普通信箱,2,雙口,桃園市,中壢區,永福里,東園路57號,,桃園郵局中壢投遞股,(03)4622472#20,10:30,121.239836,24.979668
4,普通信箱,2,雙口,桃園市,平鎮區,華安里,平東路231號,診所,平鎮郵局,(03)4024420,11:00,121.248873,24.915619
6,限時普通雙用信箱,2,雙口,桃園市,新屋區,清華里,中山東路一段171號,,新屋郵局,(03)4777348#22,15:30,121.11731499999999,24.970357
3,普通信筒,2,雙口,桃園市,楊梅區,金溪里,三民路二段69號,,楊梅郵局,(03)4755283#11,10:00,121.170256,24.890681000000004
3,普通信筒,2,雙口,桃園市,楊梅區,高山里,高新路163號,,楊梅郵局,(03)4755283#11,12:30,121.14098200000002,24.926783999999994
3,普通信筒,3,四口,桃園市,龍潭區,中山里,中正路151號,龍潭郵局門口,龍潭郵局,(03)4792025#16,18:00,121.21677100000001,24.866943
5,限時普通雙用信筒,2,雙口,桃園市,觀音區,草漯里,大觀路二段32之1號,觀音草漯郵局門口,觀音新坡郵局,(03)4989875,17:00,121.14407,25.048445
3,普通信筒,2,雙口,高雄市,大寮區,內坑里,仁德路1-1號,高雄監獄前,鳳山郵局快捷股,(07)7414103,收信時間17:12,120.403089,22.591615
3,普通信筒,3,四口,高雄市,大寮區,後庄里,民揚街28號,後庄國小民揚街口,鳳山郵局快捷股,(07)7414103,收信時間18:00,120.39072999999999,22.637803
3,普通信筒,2,雙口,高雄市,大樹區,久堂里,中興街143號,大樹九曲堂郵局前,大樹九曲堂郵局,(07)6512051#14,收信時間17:00,120.420221,22.65586
3,普通信筒,3,四口,高雄市,大樹區,龍目里,龍目路113-2號,,大樹郵局,(07)6510464#14,收信時間10:00,120.410577,22.691824
4,普通信箱,1,單口,高雄市,內門區,東埔里,龍潭9號,龍潭媽祖廟旁,旗山郵局,(07)6612102#17,收信時間12:00,120.46854699999999,22.922625999999998
3,普通信筒,1,單口,高雄市,內門區,永興里,永和11,營區內,旗山郵局,(07)6612102#17,收信時間10:00,120.453333,22.888055
4,普通信箱,1,單口,高雄市,六龜區,中興里,中庄265號,,六龜郵局,(07)6891046,收信時間10:30,120.645308,22.99861
5,限時普通雙用信筒,2,雙口,高雄市,永安區,維新里,維新路155號之1,,岡山郵局郵務股,(07)6212462#134,收信時間10:00,120.246352,22.808143
4,普通信箱,1,單口,高雄市,杉林區,集來里,通仙巷293號,集來國小附近,旗山郵局,(07)6612102#17,收信時間12:00,120.568087,23.020239
3,普通信筒,2,雙口,高雄市,岡山區,忠孝里,勵志路104號,勵志新城甲區 E門左邊,岡山郵局郵務股,(07)6212462#134,收信時間09:00,120.29498400000001,22.789046000000003
3,普通信筒,2,雙口,高雄市,岡山區,福興里,介壽西路首1號,岡山空軍官校福利社,岡山郵局郵務股,(07)6212462#134,收信時間11:00,120.27091399999999,22.786189999999998
4,普通信箱,2,雙口,臺中市,烏日區,九德里,中山路一段2-5號,凱撒生活園邸大樓前,烏日郵局,(04)23381449#21,收信時間09：30,120.64423,24.11066
3,普通信筒,2,雙口,桃園市,中壢區,光明里,中央西路二段49號,,桃園郵局中壢投遞股,(03)4622472,08:20,121.217219,24.958815
3,普通信筒,3,四口,桃園市,中壢區,中央里,中美路51號,中壢郵局門口,桃園郵局中壢投遞股,(03)4220552,19:00,121.225989,24.958449
3,普通信筒,3,四口,桃園市,中壢區,內厝里,中正路四段87號,中壢大崙郵局門口,桃園郵局中壢投遞股,(03)4622472,17:00,121.18047499999999,24.988920999999998
3,普通信筒,2,雙口,桃園市,平鎮區,,金陵路二段59號,平鎮北勢郵局門口,平鎮郵局,(03)4024420,16:30,121.223022,24.941905
3,普通信筒,2,雙口,桃園市,平鎮區,宋屋里,延平路二段389號,宋屋國小,平鎮郵局,(03)4024420,11:00,121.206535,24.942022
3,普通信筒,2,雙口,桃園市,龍潭區,武漢里,武漢路100號,武漢國小,龍潭郵局,(03)4792025#16,16:40,121.234456,24.871345
3,普通信筒,2,雙口,桃園市,龍潭區,佳安里,佳安路3－1號,龍潭石門水庫郵局門口,龍潭郵局,(03)4792025#16,16:40,121.240676,24.83471
3,普通信筒,2,雙口,桃園市,觀音區,大同里,新華路二段596號,觀音新坡郵局門口,觀音新坡郵局,(03)4989875,15:30,121.127998,25.004188
3,普通信筒,2,雙口,桃園市,觀音區,觀音里,中山路40號,觀音郵局門口,觀音新坡郵局,(03)4989875,17:00,121.082208,25.036596
3,普通信筒,2,雙口,高雄市,大寮區,永芳里,進學路151號,輔英科技大學校區第三宿舍前,鳳山郵局快捷股,(07)7414103,收信時間17:06,120.39054900000001,22.605817000000002
3,普通信筒,2,雙口,高雄市,大樹區,九曲里,九曲路498號,九曲國小前,大樹郵局,(07)6510464#14,收信時間10:00,120.422756,22.656107
3,普通信筒,2,雙口,高雄市,永安區,永安里,永華路15號,永安郵局門口,永安郵局,(07)6912285,收信時間16:30,120.22613,22.818384000000002
3,普通信筒,2,雙口,高雄市,甲仙區,西安里,林森路44號,甲仙郵局前,甲仙郵局,(07)6751042#21,收信時間16:20,120.588949,23.082957
3,普通信筒,2,雙口,高雄市,甲仙區,大田里,仁愛路33號,,甲仙郵局,(07)6751042#21,收信時間10:00,120.582027,23.077989
5,限時普通雙用信筒,3,四口,新北市,三重區,中興里,重新路5段552號,550巷口左側,三重郵局郵務科投遞股,(02)29882776#201,收信時間1500,121.468611,25.044166
3,普通信筒,2,雙口,新北市,三重區,中正里,重新路3段102號,,三重郵局郵務科投遞股,(02)29882776#201,收信時間1500,121.492777,25.060277
3,普通信筒,2,雙口,臺中市,烏日區,烏日里,光日路123號,烏日郵局前,烏日郵局,(04)23381449#21,收信時間16：30,120.62474,24.10546
4,普通信箱,2,雙口,臺中市,烏日區,九德里,自強街4號,自強公園前,烏日郵局,(04)23381449#21,收信時間09：30,120.63541,24.10913
3,普通信筒,2,雙口,臺中市,霧峰區,四德里,四德路545號,四德派出所旁,霧峰郵局,(04)23393034#21,收信時間09：00,120.66602,24.06022
4,普通信箱,2,雙口,臺中市,霧峰區,北柳里,四德路235號,國中路對面,霧峰郵局,(04)23393034#21,收信時間09：00,120.69176,24.06604
3,普通信筒,2,雙口,桃園市,中壢區,新街里,環北路380號,中壢市公所,桃園郵局中壢投遞股,(03)4622472,09:00,121.22527600000001,24.966083
3,普通信筒,2,雙口,桃園市,中壢區,健行里,龍岡路一段229號,中壢東興郵局門口,桃園郵局中壢投遞股,(03)4622472#20,17:08,121.226133,24.948009
3,普通信筒,3,四口,桃園市,中壢區,自治里,陸光二街30號,管理中心,桃園郵局中壢投遞股,(03)4622472#20,10:30,121.25799400000001,24.962168000000005
3,普通信筒,2,雙口,桃園市,平鎮區,北富里,金陵路三段235之1號,平鎮金陵郵局門口,平鎮郵局,(03)4024420,17:00,121.227987,24.924733
4,普通信箱,2,雙口,桃園市,平鎮區,東勢里,洪圳路385號,雜貨店,平鎮郵局,(03)4024420,11:00,121.249022,24.904035999999998
3,普通信筒,1,單口,桃園市,新屋區,新生里,中山路279號,新屋郵局門口,新屋郵局,(03)4777348#22,17:00,121.10457,24.972479
3,普通信筒,3,四口,桃園市,龍潭區,烏林里,中豐路508號,龍潭烏林郵局門口,龍潭郵局,(03)4792025#16,17:00,121.212074,24.883341
6,限時普通雙用信箱,2,雙口,桃園市,龍潭區,佳安里,文化路1000號,龍潭核研所郵局門口,龍潭郵局,(03)4792025#16,16:58,121.25087500000001,24.856351
4,普通信箱,1,單口,桃園市,龍潭區,三和里,龍新路三和段1320號,,龍潭郵局,(03)4792025#16,10:00,121.178152,24.857112
5,限時普通雙用信筒,3,四口,桃園市,龍潭區,武漢里,中原路一段573號,龍潭高原郵局門口,龍潭郵局,(03)4792025#16,12:10    17:10,121.202222,24.853611
4,普通信箱,1,單口,高雄市,內門區,溝坪里,廣福11號,溝坪國小附近,旗山郵局,(07)6612102#17,收信時間11:00,120.50042700000003,22.993206
4,普通信箱,2,雙口,臺中市,霧峰區,本堂里,中正路734號,省諮議會內,霧峰郵局,(04)23393034#21,收信時間15：30,120.69782,24.05696
3,普通信筒,2,雙口,臺中市,霧峰區,本鄉里,民生路93號,霧峰民生路郵局前,霧峰郵局,(04)23393034#21,收信時間16：30,120.70022,24.06582
3,普通信筒,2,雙口,桃園市,中壢區,永福里,南園二路4號,中壢南園郵局門口,桃園郵局中壢投遞股,(03)4622472,17:00,121.223912,24.972137000000004
3,普通信筒,2,雙口,桃園市,中壢區,龍昌里,中山東路三段414號,南亞科大,桃園郵局中壢投遞股,(03)4622472#50,10:00,121.25192799999998,24.937533999999996
3,普通信筒,1,單口,桃園市,中壢區,幸福里,福星六街73號,,桃園郵局中壢投遞股,(03)4622472#20,11:00,121.232528,24.966237
3,普通信筒,2,雙口,桃園市,平鎮區,新富里,振興路5號,平鎮市公所,平鎮郵局,(03)4024420,11:00,121.218036,24.945791
5,限時普通雙用信筒,2,雙口,桃園市,楊梅區,瑞塘里,萬大路116巷50號,楊梅瑞塘郵局門口,楊梅郵局,(03)4755283#11,17:00,121.17643699999999,24.909746000000002
6,限時普通雙用信箱,2,雙口,桃園市,楊梅區,光華里,文化街161號,,楊梅郵局,(03)4755283#11,16:00,121.18392700000001,24.91314
5,限時普通雙用信筒,2,雙口,桃園市,楊梅區,青山里,獅二路2號,楊梅幼工郵局門口,楊梅郵局,(03)4755283#11,17:00,121.172808,24.925452
3,普通信筒,1,單口,桃園市,楊梅區,三湖里,湖山街19號,,楊梅郵局,(03)4755283#11,12:00,121.11892,24.908822
4,普通信箱,2,雙口,桃園市,楊梅區,裕成里,裕成南路270號,,楊梅郵局,(03)4755283#11,09:50,121.158789,24.899836
5,限時普通雙用信筒,2,雙口,桃園市,龍潭區,龍星里,中正路210號,龍潭鄉公所,龍潭郵局,(03)4792025#16,17:35,121.216861,24.865564000000003
3,普通信筒,2,雙口,高雄市,大寮區,潮寮里,華東路44號,,鳳山郵局快捷股,(07)7414103,收信時間17:20,120.43318,22.590449
5,限時普通雙用信筒,2,雙口,高雄市,大寮區,會社里,鳳林三路288號,市場對面,鳳山郵局快捷股,(07)7414103,收信時間17:40,120.398558,22.600993
3,普通信筒,1,單口,高雄市,永安區,維新里,永工二路1號,永安竹仔港郵局門口,永安竹仔港郵局,(07)6214448,收信時間16:00,120.252028,22.808556000000003
6,限時普通雙用信箱,2,雙口,高雄市,岡山區,碧紅里,岡燕路375號,保五總隊會客室內,岡山郵局郵務股,(07)6212462#134,收信時間10:00,120.305848,22.791942
5,限時普通雙用信筒,2,雙口,高雄市,岡山區,福興里,介壽西路200號,空軍後指部,岡山郵局郵務股,(07)6212462#134,收信時間11:00,120.270026,22.778624
5,限時普通雙用信筒,3,四口,高雄市,岡山區,和平里,岡山南路42號,高雄縣文化局人行道花圃旁,岡山郵局郵務股,(07)6212462#134,收信時間10:00,120.298516,22.782787
4,普通信箱,1,單口,高雄市,永安區,保寧里,保安路130巷31號,,岡山郵局郵務股,(07)6212462#134,收信時間09:00,120.240979,22.829437000000002
5,限時普通雙用信筒,2,雙口,臺中市,太平區,宜佳里,新平路二段201號,宜佳代辦所,太平宜欣郵局郵務股,(04)23982146#25,收信時間16：10,120.71476,24.14059
3,普通信筒,2,雙口,桃園市,中壢區,中原里,忠勤街25號,中壢內壢郵局門口,桃園郵局中壢投遞股,(03)4622472#20,17:30,121.255547,24.974498
4,普通信箱,2,雙口,桃園市,中壢區,振興里,龍泉街125巷88號,,桃園郵局中壢投遞股,(03)4622472#20,10:30,121.231825,24.931947
3,普通信筒,2,雙口,桃園市,平鎮區,復興里,環南路50號,南山人壽,平鎮郵局,(03)4024420,11:00,121.20644,24.95597
4,普通信箱,1,單口,桃園市,楊梅區,東流里,甡甡路911號,,楊梅郵局,(03)4755283#11,10:10,121.120855,24.89198
3,普通信筒,2,雙口,高雄市,岡山區,潭底里,潭底路130號,,岡山郵局郵務股,(07)6212462#134,收信時間10:00,120.309344,22.829693
6,限時普通雙用信箱,2,雙口,高雄市,阿蓮區,石安里,民生路1160巷45弄2號,,阿蓮郵局,(07)6312140,收信時間10:00,120.30998900000002,22.895000000000003
3,普通信筒,1,單口,高雄市,茄萣區,嘉賜里,進學路158號,茄萣郵局前,茄萣郵局,(07)6900206,收信時間17:00,120.186821,22.903959
3,普通信筒,2,雙口,高雄市,梓官區,信蚵里,港九街68號,梓官蚵子寮郵局門口,梓官蚵子寮郵局,(07)6101014,收信時間17:00,120.25573500000002,22.728353000000002
5,限時普通雙用信筒,2,雙口,臺南市,歸仁區,看西里,仁愛南街90號,,歸仁郵局,(06)2307454,收信時間11:00,120.300499,22.9636
5,限時普通雙用信筒,2,雙口,臺南市,關廟區,南花里,中正路881號,7-11超商,關廟郵局,(06)5950850,收信時間16:00,120.331564,22.961795
4,普通信箱,1,單口,臺南市,關廟區,埤頭里,關新路一段879號,,關廟郵局,(06)5950850,收信時間16:00,120.308197,22.996124
3,普通信筒,2,雙口,宜蘭縣,三星鄉,大洲村,上將路二段468號,大洲派出所,三星郵局（宜蘭第３５支局）,(03)9894014,收信時間10:30,121.728888,24.693055
3,普通信筒,2,雙口,宜蘭縣,五結鄉,季新村,季水路清水3巷1之10號,清水大鎮大閘門超市前,羅東郵局郵務股,(03)9561933#301,收信時間11:00,121.83355699999998,24.684040000000003
3,普通信筒,2,雙口,宜蘭縣,冬山鄉,群英村,冬山路三段179號,私立慕光學校,羅東郵局郵務股,(03)9561933#301,收信時間 09:30,121.77849900000001,24.657111
5,限時普通雙用信筒,2,雙口,新北市,三重區,谷王里,五谷王北街46號,興穀國小門口,三重郵局郵務科投遞股,(02)29882776#201,收信時間1500,121.475458,25.050145
3,普通信筒,2,雙口,新北市,三重區,中興里,光復路一段70號,,三重郵局郵務科投遞股,(02)29882776#201,收信時間1500,121.471952,25.049606
4,普通信箱,2,雙口,臺中市,太平區,東汴里,山田路118號,,太平宜欣郵局郵務股,(04)23982146#25,收信時間10：30,120.79641,24.11746
3,普通信筒,2,雙口,臺中市,霧峰區,吉峰里,吉峰東路168號,朝陽大學宿舍前,霧峰郵局,(04)23393034#21,收信時間15：00,120.71483400000001,24.069253
3,普通信筒,2,雙口,桃園市,平鎮區,義民里,延平路二段221號,平鎮郵局門口,平鎮郵局,(03)4024420,17:00,121.209532,24.945456
5,限時普通雙用信筒,2,雙口,桃園市,楊梅區,紅梅里,大成路2號,楊梅鎮公所,楊梅郵局,(03)4755283#11,16:30,121.145797,24.911025000000002
5,限時普通雙用信筒,2,雙口,桃園市,龍潭區,中興里,中興路168號,八0四醫院,龍潭郵局,(03)4792025#16,16:45,121.236459,24.875017
3,普通信筒,2,雙口,桃園市,龍潭區,龍潭里,南龍路70號,龍潭南龍郵局門口,龍潭郵局,(03)4792025#16,17:00,121.212098,24.864065
3,普通信筒,2,雙口,高雄市,大寮區,過溪里,華中路1號,大發工業區管理中心旁,鳳山郵局快捷股,(07)7414103,收信時間17:18,120.429119,22.571843
3,普通信筒,2,雙口,高雄市,大寮區,大寮里,大寮路767號,大寮大發郵局門口,大寮大發郵局,(07)7879688,收信時間17:00,120.415599,22.591636
5,限時普通雙用信筒,2,雙口,高雄市,大寮區,中庄里,仁愛路20號,,鳳山郵局快捷股,(07)7414103,收信時間17:21,120.394729,22.636582
3,普通信筒,2,雙口,高雄市,大樹區,九曲里,九曲路451號,高保廠內,大樹郵局,(07)6510464#14,收信時間10:30,120.420833,22.651111
4,普通信箱,1,單口,高雄市,大樹區,興田里,興田路153號,佛光山代辦所內,大樹郵局,(07)6510464#14,收信時間12:00,120.4307,22.727051
4,普通信箱,1,單口,高雄市,六龜區,新發里,新發129號,,六龜郵局,(07)6891046,收信時間10:30,120.67636799999998,23.054970000000004
4,普通信箱,2,雙口,高雄市,田寮區,南安里,南安路56號,,阿蓮郵局,(07)6312140,收信時間10:00,120.374456,22.862829
3,普通信筒,1,單口,高雄市,杉林區,上平里,山仙路26號,杉林郵局門口,杉林郵局,(07)6671163,收信時間13:00,120.540923,22.97337
5,限時普通雙用信筒,2,雙口,高雄市,岡山區,碧紅里,中山北路28號,國泰人壽公司前,岡山郵局郵務股,(07)6212462#134,收信時間09:00,120.298965,22.795416
3,普通信筒,2,雙口,新北市,三重區,永福里,下竹圍街26號,,三重郵局郵務科投遞股,(02)29882776#201,收信時間1500,121.480925,25.075518
3,普通信筒,3,四口,新北市,三重區,光榮里,正義南路10號,三重1支局門口,三重郵局郵務科投遞股,(02)29882776#201,收信時間1800,121.498158,25.061569
3,普通信筒,2,雙口,臺中市,烏日區,榮泉里,中山路三段502號,成功嶺營區內,烏日郵局,(04)23381449#21,收信時間09：30,120.583824,24.110809
3,普通信筒,3,四口,臺中市,烏日區,烏日里,溪南路二段372號,烏日溪壩郵局前,烏日郵局,(04)23381449#21,收信時間16：40,120.64341,24.06143
4,普通信箱,2,雙口,臺中市,霧峰區,五福里,五福路242號,益全香米行旁,霧峰郵局,(04)23393034#21,收信時間09：00,120.66613,24.07154
4,普通信箱,1,單口,臺中市,霧峰區,坑口里,中正路549號,光復書局前,霧峰郵局,(04)23393034#21,收信時間15：40,120.69215,24.04581
4,普通信箱,2,雙口,臺中市,霧峰區,吉峰里,民生路254號,吉峰東路口,霧峰郵局,(04)23393034#21,收信時間15：20,120.71444,24.07581
3,普通信筒,2,雙口,臺中市,霧峰區,吉峰里,民生路367號,朝陽大學第三宿舍前,霧峰郵局,(04)23393034#21,收信時間09：00,120.71882,24.07853
